,State,Drug,Potency,Net Grams,Year Seized,Month Seized,USD Price
0,UT,METHAMPHETAMINE,87,0.75,2011,1,0
1,MT,METHAMPHETAMINE,94,27.0,2011,1,2500
2,TX,METHAMPHETAMINE,99,0.89,2011,1,0
3,GA,METHAMPHETAMINE,84,82.0,2011,1,0
4,AR,METHAMPHETAMINE,96,11.0,2011,1,0
5,TX,METHAMPHETAMINE,42,170.0,2011,1,0
6,MT,METHAMPHETAMINE,63,1.4,2011,1,400
7,MN,METHAMPHETAMINE,100,9600.0,2011,1,0
8,CA,METHAMPHETAMINE,97,430.0,2011,1,0
9,MT,METHAMPHETAMINE,0,0.001,2011,1,0
10,CO,METHAMPHETAMINE,99,24.0,2011,1,1600
11,AZ,METHAMPHETAMINE,87,170.0,2011,1,0
12,UT,METHAMPHETAMINE,90,42.0,2011,1,1800
13,KY,METHAMPHETAMINE,62,7.6,2011,1,0
14,UT,METHAMPHETAMINE,98,860.0,2011,1,0
15,OR,METHAMPHETAMINE,53,26.0,2011,1,1600
16,CA,METHAMPHETAMINE,100,0.44,2011,1,0
17,HI,METHAMPHETAMINE,99,3.5,2011,1,500
18,AL,METHAMPHETAMINE,98,69.0,2011,1,2400
19,HI,METHAMPHETAMINE,99,0.46,2011,1,0
20,NV,METHAMPHETAMINE,0,0.001,2011,1,0
21,AZ,METHAMPHETAMINE,99,8300.0,2011,1,0
22,GA,METHAMPHETAMINE,0,0.055999999999999994,2011,1,0
23,MT,METHAMPHETAMINE,81,1.4,2011,1,400
24,HI,METHAMPHETAMINE,0,0.001,2011,1,0
25,CA,METHAMPHETAMINE,11,0.25,2011,1,0
26,TX,METHAMPHETAMINE,57,880.0,2011,1,0
27,MT,METHAMPHETAMINE,87,2.7,2011,1,420
28,MT,METHAMPHETAMINE,92,0.74,2011,1,0
29,OR,METHAMPHETAMINE,59,220.0,2011,1,0
30,NV,METHAMPHETAMINE,90,47.0,2011,1,0
31,CO,METHAMPHETAMINE,99,24.0,2011,1,1500
32,CA,METHAMPHETAMINE,0,0.040999999999999995,2011,1,0
33,HI,METHAMPHETAMINE,97,56.0,2011,1,4400
34,CA,METHAMPHETAMINE,99,28.0,2011,1,950
35,HI,METHAMPHETAMINE,98,0.37,2011,1,0
36,HI,METHAMPHETAMINE,98,0.94,2011,1,0
37,MT,METHAMPHETAMINE,77,54.0,2011,1,0
38,TX,METHAMPHETAMINE,93,1200.0,2011,1,0
39,MT,METHAMPHETAMINE,69,22.0,2011,1,0
40,WA,METHAMPHETAMINE,100,53.0,2011,1,2600
41,AR,METHAMPHETAMINE,91,26.0,2011,1,0
42,WA,METHAMPHETAMINE,100,140.0,2011,1,0
43,ID,METHAMPHETAMINE,98,21.0,2011,1,0
44,MT,METHAMPHETAMINE,12,1.5,2011,1,500
45,TX,METHAMPHETAMINE,0,0.001,2011,1,0
46,HI,METHAMPHETAMINE,99,55.0,2011,1,4400
47,CA,METHAMPHETAMINE,92,450.0,2011,1,0
48,TX,METHAMPHETAMINE,69,22.0,2011,1,0
49,NV,METHAMPHETAMINE,88,560.0,2011,1,0
50,MT,METHAMPHETAMINE,76,12.0,2011,1,0
51,GA,METHAMPHETAMINE,82,2.9,2011,1,0
52,OR,METHAMPHETAMINE,98,76.0,2011,1,0
53,UT,METHAMPHETAMINE,99,13.0,2011,1,600
54,SC,METHAMPHETAMINE,91,0.31,2011,1,0
55,NM,METHAMPHETAMINE,98,2700.0,2011,1,0
56,TX,METHAMPHETAMINE,98,8800.0,2011,1,0
57,WA,METHAMPHETAMINE,97,0.43,2011,1,0
58,TX,METHAMPHETAMINE,40,450.0,2011,1,0
59,UT,METHAMPHETAMINE,98,56.0,2011,1,1800
60,TX,METHAMPHETAMINE,99,40.0,2011,1,0
61,UT,METHAMPHETAMINE,85,3.3,2011,1,0
62,OR,METHAMPHETAMINE,85,29.0,2011,1,1300
63,NV,METHAMPHETAMINE,99,0.22,2011,1,0
64,NV,METHAMPHETAMINE,67,15.0,2011,1,550
65,GA,METHAMPHETAMINE,80,110.0,2011,1,0
66,MT,METHAMPHETAMINE,63,4.1,2011,1,0
67,AR,METHAMPHETAMINE,0,0.001,2011,1,0
68,AL,METHAMPHETAMINE,75,28.0,2011,1,1700
69,CA,METHAMPHETAMINE,100,2.8,2011,1,0
70,CA,METHAMPHETAMINE,99,6700.0,2011,1,0
71,ID,METHAMPHETAMINE,99,1300.0,2011,1,0
72,MN,METHAMPHETAMINE,95,27.0,2011,1,1300
73,OR,METHAMPHETAMINE,99,480.0,2011,1,0
74,MT,METHAMPHETAMINE,100,0.8,2011,1,0
75,IA,METHAMPHETAMINE,0,2.5,2011,1,0
76,FL,METHAMPHETAMINE,92,3.3,2011,1,300
77,NM,METHAMPHETAMINE,97,200.0,2011,1,0
78,AZ,METHAMPHETAMINE,0,0.001,2011,1,0
79,MT,METHAMPHETAMINE,76,0.69,2011,1,200
80,AR,METHAMPHETAMINE,96,5.0,2011,1,0
81,ID,METHAMPHETAMINE,0,0.38,2011,1,0
82,MN,METHAMPHETAMINE,81,28.0,2011,1,1300
83,TX,METHAMPHETAMINE,100,27.0,2011,1,0
84,MT,METHAMPHETAMINE,71,28.0,2011,1,0
85,TX,METHAMPHETAMINE,97,40.0,2011,1,1800
86,MO,METHAMPHETAMINE,77,36.0,2011,1,0
87,AZ,METHAMPHETAMINE,80,130.0,2011,1,0
88,HI,METHAMPHETAMINE,0,0.001,2011,1,0
89,GA,METHAMPHETAMINE,90,2.2,2011,1,0
90,TX,METHAMPHETAMINE,96,0.42,2011,1,0
91,WY,METHAMPHETAMINE,99,28.0,2011,1,1800
92,ID,METHAMPHETAMINE,0,0.44,2011,1,0
93,NV,METHAMPHETAMINE,78,29.0,2011,1,1000
94,OR,METHAMPHETAMINE,87,540.0,2011,1,0
95,TX,METHAMPHETAMINE,95,14.0,2011,1,0
96,MT,METHAMPHETAMINE,0,0.001,2011,1,0
97,CA,METHAMPHETAMINE,99,4900.0,2011,1,0
98,MO,METHAMPHETAMINE,98,3.6,2011,1,0
99,AL,METHAMPHETAMINE,98,36.0,2011,1,0
100,ID,METHAMPHETAMINE,54,97.0,2011,1,5000
101,MT,METHAMPHETAMINE,72,5.9,2011,1,0
102,MT,METHAMPHETAMINE,69,12.0,2011,1,1200
103,FL,METHAMPHETAMINE,50,55.0,2011,1,3100
104,ID,METHAMPHETAMINE,97,1.0,2011,1,0
105,CA,METHAMPHETAMINE,100,110.0,2011,1,3600
106,TX,METHAMPHETAMINE,87,27.0,2011,1,2200
107,AZ,METHAMPHETAMINE,96,290.0,2011,1,0
108,AR,METHAMPHETAMINE,88,5.6,2011,1,0
109,TX,METHAMPHETAMINE,36,29.0,2011,1,900
110,CA,METHAMPHETAMINE,39,0.32,2011,1,0
111,NV,METHAMPHETAMINE,87,28.0,2011,1,0
112,GA,METHAMPHETAMINE,78,30.0,2011,1,0
113,FL,METHAMPHETAMINE,60,56.0,2011,1,3300
114,OR,METHAMPHETAMINE,98,140.0,2011,1,0
115,WY,METHAMPHETAMINE,98,28.0,2011,1,1800
116,NV,METHAMPHETAMINE,95,26.0,2011,1,1400
117,MT,METHAMPHETAMINE,90,28.0,2011,1,2500
118,NV,METHAMPHETAMINE,100,5.2,2011,1,350
119,UT,METHAMPHETAMINE,79,55.0,2011,1,0
120,TX,METHAMPHETAMINE,60,0.59,2011,1,0
121,MT,METHAMPHETAMINE,55,0.5,2011,1,0
122,CA,METHAMPHETAMINE,99,0.98,2011,1,0
123,TX,METHAMPHETAMINE,93,14.0,2011,1,0
124,NB,METHAMPHETAMINE,84,56.0,2011,1,2500
125,IA,METHAMPHETAMINE,0,6.2,2011,1,0
126,KY,METHAMPHETAMINE,60,55.0,2011,1,2800
127,ME,METHAMPHETAMINE,97,8.0,2011,1,0
128,CA,METHAMPHETAMINE,74,2.4,2011,1,0
129,CO,METHAMPHETAMINE,90,170.0,2011,1,0
130,CO,METHAMPHETAMINE,87,230.0,2011,1,0
131,AR,METHAMPHETAMINE,96,190.0,2011,1,0
132,HI,METHAMPHETAMINE,0,0.001,2011,1,0
133,CA,METHAMPHETAMINE,99,0.62,2011,1,0
134,KY,METHAMPHETAMINE,0,0.001,2011,1,0
135,CA,METHAMPHETAMINE,100,14.0,2011,1,0
136,CO,METHAMPHETAMINE,32,27.0,2011,1,1400
137,CO,METHAMPHETAMINE,96,28.0,2011,1,1200
138,NV,METHAMPHETAMINE,66,27.0,2011,1,1100
139,HI,METHAMPHETAMINE,99,8.2,2011,1,0
140,WA,METHAMPHETAMINE,98,25.0,2011,1,0
141,CA,METHAMPHETAMINE,99,14.0,2011,1,500
142,AZ,METHAMPHETAMINE,99,190.0,2011,1,0
143,CA,METHAMPHETAMINE,100,100.0,2011,1,3600
144,TX,METHAMPHETAMINE,100,0.79,2011,1,0
145,AR,METHAMPHETAMINE,96,54.0,2011,1,0
146,AR,METHAMPHETAMINE,91,28.0,2011,1,1700
147,AR,METHAMPHETAMINE,78,1.2,2011,1,0
