,State,Drug,Potency,Net Grams,Year Seized,Month Seized,USD Price
0,CA,METHAMPHETAMINE,98.0,110.0,2015,1,0
1,CA,METHAMPHETAMINE,99.0,28.0,2015,1,580
2,CA,METHAMPHETAMINE,99.0,0.66,2015,1,0
3,NC,METHAMPHETAMINE,99.0,2.9,2015,1,0
4,AR,METHAMPHETAMINE,0.0,0.098,2015,1,0
5,TX,METHAMPHETAMINE,99.0,5500.0,2015,1,0
6,NM,METHAMPHETAMINE,98.0,450.0,2015,1,0
7,AZ,METHAMPHETAMINE,98.0,0.32,2015,1,40
8,CA,METHAMPHETAMINE,99.0,2.9,2015,1,0
9,MN,METHAMPHETAMINE,99.0,1.9,2015,1,400
10,UT,METHAMPHETAMINE,98.0,670.0,2015,1,0
11,CA,METHAMPHETAMINE,100.0,0.23,2015,1,0
12,ID,METHAMPHETAMINE,0.0,0.49,2015,1,100
13,CA,METHAMPHETAMINE,99.0,0.21,2015,1,0
14,OK,METHAMPHETAMINE,83.0,9.2,2015,1,0
15,CA,METHAMPHETAMINE,99.0,9900.0,2015,1,0
16,CA,METHAMPHETAMINE,94.0,5200.0,2015,1,0
17,TX,METHAMPHETAMINE,76.0,1.0,2015,1,100
18,OK,METHAMPHETAMINE,98.0,83.0,2015,1,0
19,PA,METHAMPHETAMINE,94.0,2.9,2015,1,0
20,TX,METHAMPHETAMINE,100.0,220.0,2015,1,0
21,WV,METHAMPHETAMINE,69.0,0.32,2015,1,200
22,MO,METHAMPHETAMINE,99.0,2.9,2015,1,0
23,KY,METHAMPHETAMINE,99.0,3.0,2015,1,0
24,CA,METHAMPHETAMINE,99.0,7600.0,2015,1,0
25,AL,METHAMPHETAMINE,97.0,42.0,2015,1,1900
26,TX,METHAMPHETAMINE,99.0,1100.0,2015,1,0
27,TX,METHAMPHETAMINE,94.0,110.0,2015,1,3200
28,AR,METHAMPHETAMINE,80.0,110.0,2015,1,4400
29,CA,METHAMPHETAMINE,100.0,97.0,2015,1,1200
30,TX,METHAMPHETAMINE,62.0,18.0,2015,1,0
31,CA,METHAMPHETAMINE,100.0,3.6,2015,1,0
32,KY,METHAMPHETAMINE,100.0,400.0,2015,1,0
33,MO,METHAMPHETAMINE,95.0,2.9,2015,1,1000
34,TX,METHAMPHETAMINE,0.0,0.11,2015,1,0
35,CA,METHAMPHETAMINE,97.0,15000.0,2015,1,0
36,CA,METHAMPHETAMINE,0.0,7.3,2015,1,0
37,OK,METHAMPHETAMINE,49.0,29.0,2015,1,0
38,PA,METHAMPHETAMINE,92.0,3900.0,2015,1,0
39,CA,METHAMPHETAMINE,100.0,590.0,2015,1,0
40,TX,METHAMPHETAMINE,87.0,230.0,2015,1,0
41,CA,METHAMPHETAMINE,99.0,3600.0,2015,1,0
42,CA,METHAMPHETAMINE,96.0,28.0,2015,1,560
43,TX,METHAMPHETAMINE,0.0,0.001,2015,1,0
44,CA,METHAMPHETAMINE,99.0,2.9,2015,1,0
45,NC,METHAMPHETAMINE,99.0,110.0,2015,1,0
46,NM,METHAMPHETAMINE,84.0,400.0,2015,1,1500
47,VA,METHAMPHETAMINE,100.0,3.1,2015,1,280
48,TX,METHAMPHETAMINE,98.0,530.0,2015,1,0
49,TX,METHAMPHETAMINE,93.0,2.0,2015,1,0
50,TX,METHAMPHETAMINE,97.0,3.7,2015,1,0
51,TX,METHAMPHETAMINE,93.0,28.0,2015,1,800
52,OK,METHAMPHETAMINE,71.0,0.62,2015,1,0
53,AZ,METHAMPHETAMINE,98.0,6700.0,2015,1,0
54,MO,METHAMPHETAMINE,100.0,170.0,2015,1,0
55,AL,METHAMPHETAMINE,100.0,3.0,2015,1,1900
56,AZ,METHAMPHETAMINE,99.0,6.7,2015,1,0
57,AL,METHAMPHETAMINE,98.0,110.0,2015,1,4800
58,FL,METHAMPHETAMINE,30.0,71.0,2015,1,1400
59,TX,METHAMPHETAMINE,99.0,2.8,2015,1,0
60,TX,METHAMPHETAMINE,89.0,9.6,2015,1,0
61,NV,METHAMPHETAMINE,99.0,28.0,2015,1,700
62,TX,METHAMPHETAMINE,99.0,0.52,2015,1,50
63,WA,METHAMPHETAMINE,98.0,410.0,2015,1,0
64,CA,METHAMPHETAMINE,96.0,1.2,2015,1,0
65,MO,METHAMPHETAMINE,97.0,28.0,2015,1,1000
66,NM,METHAMPHETAMINE,87.0,3.0,2015,1,1500
67,TX,METHAMPHETAMINE,50.0,130.0,2015,1,0
68,GM,METHAMPHETAMINE,83.0,0.45,2015,1,0
69,HI,METHAMPHETAMINE,98.0,84.0,2015,1,3600
70,MS,METHAMPHETAMINE,80.0,3.0,2015,1,3900
71,MO,METHAMPHETAMINE,98.0,2.9,2015,1,0
72,TX,METHAMPHETAMINE,96.0,0.73,2015,1,0
73,AZ,METHAMPHETAMINE,94.0,2.9,2015,1,0
74,TX,METHAMPHETAMINE,88.0,21.0,2015,1,0
75,CA,METHAMPHETAMINE,100.0,26.0,2015,1,450
76,OK,METHAMPHETAMINE,90.0,3.2,2015,1,0
77,MS,METHAMPHETAMINE,87.0,81.0,2015,1,3900
78,CA,METHAMPHETAMINE,98.0,3.0,2015,1,0
79,CA,METHAMPHETAMINE,99.0,900.0,2015,1,0
80,NM,METHAMPHETAMINE,100.0,880.0,2015,1,0
81,NM,METHAMPHETAMINE,97.0,440.0,2015,1,0
