,State,Drug,Potency,Net Grams,Year Seized,Month Seized,USD Price
0,FL,METHAMPHETAMINE,46,0.7,2010,1,50
1,FL,METHAMPHETAMINE,0,0.001,2010,1,0
2,TX,METHAMPHETAMINE,71,55.0,2010,1,3000
3,CA,METHAMPHETAMINE,100,16.0,2010,1,0
4,TX,METHAMPHETAMINE,72,55.0,2010,1,3200
5,TX,METHAMPHETAMINE,98,2000.0,2010,1,0
6,FL,METHAMPHETAMINE,0,0.001,2010,1,0
7,GA,METHAMPHETAMINE,100,26.0,2010,1,0
8,UT,METHAMPHETAMINE,96,28.0,2010,1,1300
9,TX,METHAMPHETAMINE,100,0.73,2010,1,0
10,FL,METHAMPHETAMINE,0,4.0,2010,1,21
11,CA,METHAMPHETAMINE,78,0.86,2010,1,0
12,PA,METHAMPHETAMINE,23,6.6,2010,1,0
13,VA,METHAMPHETAMINE,31,28.0,2010,1,1200
14,NV,METHAMPHETAMINE,100,13.0,2010,1,800
15,CA,METHAMPHETAMINE,0,0.001,2010,1,0
16,FL,METHAMPHETAMINE,73,1.5,2010,1,0
17,FL,METHAMPHETAMINE,96,0.3,2010,1,0
18,CA,METHAMPHETAMINE,96,1.4,2010,1,0
19,TX,METHAMPHETAMINE,90,1.5,2010,1,0
20,OR,METHAMPHETAMINE,0,0.001,2010,1,0
21,CA,METHAMPHETAMINE,90,0.35,2010,1,0
22,TX,METHAMPHETAMINE,97,27.0,2010,1,1500
23,TX,METHAMPHETAMINE,38,28.0,2010,1,1200
24,MO,METHAMPHETAMINE,0,0.001,2010,1,0
25,KS,METHAMPHETAMINE,74,280.0,2010,1,0
26,NB,METHAMPHETAMINE,0,0.001,2010,1,0
27,AR,METHAMPHETAMINE,64,32.0,2010,1,1700
28,MN,METHAMPHETAMINE,100,27.0,2010,1,1300
29,IN,METHAMPHETAMINE,55,28.0,2010,1,2000
30,NM,METHAMPHETAMINE,69,56.0,2010,1,0
31,CA,METHAMPHETAMINE,99,28.0,2010,1,1600
32,WY,METHAMPHETAMINE,46,190.0,2010,1,0
33,WY,METHAMPHETAMINE,51,14.0,2010,1,0
34,KY,METHAMPHETAMINE,98,1.2,2010,1,0
35,GA,METHAMPHETAMINE,40,28.0,2010,1,1200
36,CA,METHAMPHETAMINE,97,450.0,2010,1,13000
37,GA,METHAMPHETAMINE,61,2.7,2010,1,220
38,MO,METHAMPHETAMINE,0,0.099,2010,1,0
39,KS,METHAMPHETAMINE,97,2600.0,2010,1,0
40,CA,METHAMPHETAMINE,95,55.0,2010,1,2000
41,TX,METHAMPHETAMINE,90,320.0,2010,1,0
42,FL,METHAMPHETAMINE,0,5.0,2010,1,26
43,FL,METHAMPHETAMINE,85,56.0,2010,1,2600
44,CA,METHAMPHETAMINE,100,110.0,2010,1,0
45,NV,METHAMPHETAMINE,83,28.0,2010,1,1200
46,TX,METHAMPHETAMINE,100,0.15,2010,1,0
47,AR,METHAMPHETAMINE,86,28.0,2010,1,2000
48,WY,METHAMPHETAMINE,47,28.0,2010,1,2400
49,TX,METHAMPHETAMINE,0,0.001,2010,1,0
50,AZ,METHAMPHETAMINE,0,6.7,2010,1,0
51,GA,METHAMPHETAMINE,42,7.3,2010,1,0
52,NV,METHAMPHETAMINE,87,27.0,2010,1,1500
53,FL,METHAMPHETAMINE,0,120.0,2010,1,0
54,FL,METHAMPHETAMINE,23,40.0,2010,1,0
55,WY,METHAMPHETAMINE,71,98.0,2010,1,0
56,TX,METHAMPHETAMINE,81,28.0,2010,1,1200
57,FL,METHAMPHETAMINE,0,360.0,2010,1,0
58,OR,METHAMPHETAMINE,0,0.001,2010,1,0
59,FL,METHAMPHETAMINE,0,8.2,2010,1,0
60,ID,METHAMPHETAMINE,93,27.0,2010,1,1400
61,GA,METHAMPHETAMINE,42,26.0,2010,1,1200
62,TX,METHAMPHETAMINE,0,0.001,2010,1,0
63,GA,METHAMPHETAMINE,34,6.9,2010,1,0
64,FL,METHAMPHETAMINE,41,110.0,2010,1,6800
65,NC,METHAMPHETAMINE,65,220.0,2010,1,5500
66,MO,METHAMPHETAMINE,33,14.0,2010,1,0
67,CA,METHAMPHETAMINE,99,1.2,2010,1,0
68,CA,METHAMPHETAMINE,96,20000.0,2010,1,0
69,MO,METHAMPHETAMINE,100,14.0,2010,1,600
70,CA,METHAMPHETAMINE,97,200.0,2010,1,4800
71,GA,METHAMPHETAMINE,79,300.0,2010,1,0
72,OR,METHAMPHETAMINE,0,0.001,2010,1,0
73,TX,METHAMPHETAMINE,99,2900.0,2010,1,0
74,TX,METHAMPHETAMINE,83,210.0,2010,1,0
75,CA,METHAMPHETAMINE,100,28.0,2010,1,1200
76,KS,METHAMPHETAMINE,90,2200.0,2010,1,0
77,KS,METHAMPHETAMINE,98,110.0,2010,1,0
78,NY,METHAMPHETAMINE,100,9.1,2010,1,0
79,MO,METHAMPHETAMINE,48,56.0,2010,1,4200
80,CA,METHAMPHETAMINE,100,28.0,2010,1,1500
81,TX,METHAMPHETAMINE,70,56.0,2010,1,3000
82,NB,METHAMPHETAMINE,37,27.0,2010,1,1200
83,AZ,METHAMPHETAMINE,100,5.3,2010,1,0
84,OR,METHAMPHETAMINE,0,0.001,2010,1,0
85,OR,METHAMPHETAMINE,0,0.001,2010,1,0
86,DE,METHAMPHETAMINE,0,0.062,2010,1,0
87,NB,METHAMPHETAMINE,65,51.0,2010,1,2400
88,CA,METHAMPHETAMINE,99,8.6,2010,1,0
89,CA,METHAMPHETAMINE,99,16.0,2010,1,0
90,CO,METHAMPHETAMINE,83,18.0,2010,1,0
91,FL,METHAMPHETAMINE,0,0.001,2010,1,0
92,GA,METHAMPHETAMINE,0,0.001,2010,1,0
93,OR,METHAMPHETAMINE,100,14.0,2010,1,0
94,AR,METHAMPHETAMINE,40,28.0,2010,1,0
95,NB,METHAMPHETAMINE,49,27.0,2010,1,1200
96,OR,METHAMPHETAMINE,99,14.0,2010,1,0
97,OR,METHAMPHETAMINE,54,6.8,2010,1,0
98,FL,METHAMPHETAMINE,0,240.0,2010,1,0
99,FL,METHAMPHETAMINE,0,92.0,2010,1,0
100,FL,METHAMPHETAMINE,0,160.0,2010,1,0
101,MO,METHAMPHETAMINE,48,27.0,2010,1,1200
102,IA,METHAMPHETAMINE,99,28.0,2010,1,1700
103,FL,METHAMPHETAMINE,97,8.6,2010,1,1300
104,GA,METHAMPHETAMINE,31,4.7,2010,1,0
105,TX,METHAMPHETAMINE,50,1.7,2010,1,0
106,CA,METHAMPHETAMINE,69,6.7,2010,1,350
107,NB,METHAMPHETAMINE,5,13.0,2010,1,1000
108,TX,METHAMPHETAMINE,92,5.7,2010,1,0
109,KY,METHAMPHETAMINE,99,320.0,2010,1,0
110,CA,METHAMPHETAMINE,98,170.0,2010,1,0
111,OR,METHAMPHETAMINE,0,0.27,2010,1,0
112,GA,METHAMPHETAMINE,79,1.8,2010,1,0
113,GA,METHAMPHETAMINE,0,0.001,2010,1,0
114,TX,METHAMPHETAMINE,50,14.0,2010,1,800
115,MO,METHAMPHETAMINE,51,220.0,2010,1,0
116,TN,METHAMPHETAMINE,97,390.0,2010,1,0
117,CA,METHAMPHETAMINE,99,84.0,2010,1,3600
118,FL,METHAMPHETAMINE,0,0.001,2010,1,0
119,FL,METHAMPHETAMINE,48,24.0,2010,1,2000
120,NB,METHAMPHETAMINE,0,0.001,2010,1,0
121,MT,METHAMPHETAMINE,61,0.63,2010,1,0
122,CA,METHAMPHETAMINE,96,13.0,2010,1,0
123,TX,METHAMPHETAMINE,92,13.0,2010,1,0
124,NM,METHAMPHETAMINE,0,75.0,2010,1,0
125,NM,METHAMPHETAMINE,91,65.0,2010,1,0
126,TX,METHAMPHETAMINE,94,27.0,2010,1,0
