,State,Drug,Potency,Net Grams,Year Seized,Month Seized,USD Price
0,CA,METHAMPHETAMINE,99,440.0,2016,1,2600
1,CA,METHAMPHETAMINE,100,15000.0,2016,1,0
2,CA,METHAMPHETAMINE,98,9900.0,2016,1,0
3,WA,METHAMPHETAMINE,97,83.0,2016,1,1700
4,TX,METHAMPHETAMINE,88,140.0,2016,1,0
5,TX,METHAMPHETAMINE,98,1300.0,2016,1,0
6,AR,METHAMPHETAMINE,74,28.0,2016,1,0
7,TX,METHAMPHETAMINE,97,7600.0,2016,1,0
8,TX,METHAMPHETAMINE,97,7.0,2016,1,0
9,TX,METHAMPHETAMINE,0,0.001,2016,1,0
10,TX,METHAMPHETAMINE,100,2.9,2016,1,0
11,CA,METHAMPHETAMINE,98,2.0,2016,1,0
12,CA,METHAMPHETAMINE,98,3.0,2016,1,0
13,CA,METHAMPHETAMINE,99,0.8,2016,1,0
14,CA,METHAMPHETAMINE,99,2300.0,2016,1,0
15,TX,METHAMPHETAMINE,98,750.0,2016,1,0
16,KY,METHAMPHETAMINE,99,3.4,2016,1,300
17,CA,METHAMPHETAMINE,99,54.0,2016,1,700
18,TX,METHAMPHETAMINE,98,2500.0,2016,1,0
19,CA,METHAMPHETAMINE,99,19000.0,2016,1,0
20,TX,METHAMPHETAMINE,0,16.0,2016,1,0
21,FL,METHAMPHETAMINE,99,0.48,2016,1,0
22,TX,METHAMPHETAMINE,100,1800.0,2016,1,0
23,TX,METHAMPHETAMINE,97,1.0,2016,1,0
24,CA,METHAMPHETAMINE,98,3.0,2016,1,700
25,TX,METHAMPHETAMINE,97,2.5,2016,1,0
26,TX,METHAMPHETAMINE,0,0.001,2016,1,0
27,FL,METHAMPHETAMINE,69,53.0,2016,1,2200
28,CA,METHAMPHETAMINE,98,3.0,2016,1,450
29,FL,METHAMPHETAMINE,97,6.1,2016,1,0
30,MT,METHAMPHETAMINE,94,440.0,2016,1,0
31,FL,METHAMPHETAMINE,98,15.0,2016,1,0
32,TX,METHAMPHETAMINE,98,2.7,2016,1,0
33,FL,METHAMPHETAMINE,94,230.0,2016,1,0
34,CA,METHAMPHETAMINE,100,220.0,2016,1,2000
35,WA,METHAMPHETAMINE,96,140.0,2016,1,0
36,TX,METHAMPHETAMINE,99,1900.0,2016,1,0
37,WA,METHAMPHETAMINE,0,0.31,2016,1,0
38,CA,METHAMPHETAMINE,98,27.0,2016,1,450
39,CA,METHAMPHETAMINE,99,210.0,2016,1,0
40,AR,METHAMPHETAMINE,99,56.0,2016,1,1500
41,CA,METHAMPHETAMINE,99,2.9,2016,1,0
42,CA,METHAMPHETAMINE,100,28.0,2016,1,450
43,TX,METHAMPHETAMINE,0,0.001,2016,1,0
44,OK,METHAMPHETAMINE,98,18.0,2016,1,0
45,IA,METHAMPHETAMINE,100,56.0,2016,1,2400
46,FL,METHAMPHETAMINE,95,420.0,2016,1,0
47,CA,METHAMPHETAMINE,99,18000.0,2016,1,0
48,TX,METHAMPHETAMINE,0,0.001,2016,1,0
49,TX,METHAMPHETAMINE,100,2.6,2016,1,0
50,IA,METHAMPHETAMINE,96,760.0,2016,2,0
51,NC,METHAMPHETAMINE,99,2.9,2016,2,0
52,TX,METHAMPHETAMINE,97,3100.0,2016,2,0
53,AR,METHAMPHETAMINE,90,1200.0,2016,2,0
54,FL,METHAMPHETAMINE,98,1.4,2016,2,0
55,CA,METHAMPHETAMINE,100,24000.0,2016,2,0
56,TX,METHAMPHETAMINE,100,4900.0,2016,2,0
57,NC,METHAMPHETAMINE,99,4900.0,2016,2,0
58,HI,METHAMPHETAMINE,99,2200.0,2016,2,0
59,FL,METHAMPHETAMINE,0,0.16,2016,2,0
60,CA,METHAMPHETAMINE,98,0.2,2016,2,0
61,CA,METHAMPHETAMINE,98,1.0,2016,2,0
62,TX,METHAMPHETAMINE,0,0.2,2016,2,0
63,MT,METHAMPHETAMINE,98,2.9,2016,2,0
64,TX,METHAMPHETAMINE,100,1400.0,2016,2,0
65,CA,METHAMPHETAMINE,36,6.9,2016,2,0
66,HI,METHAMPHETAMINE,97,0.3,2016,2,0
67,WA,METHAMPHETAMINE,100,890.0,2016,2,0
68,HI,METHAMPHETAMINE,99,0.55,2016,2,0
69,FL,METHAMPHETAMINE,0,0.022000000000000002,2016,2,0
70,CA,METHAMPHETAMINE,100,1.3,2016,2,0
71,CA,METHAMPHETAMINE,99,4000.0,2016,2,0
72,WA,METHAMPHETAMINE,100,14.0,2016,2,0
73,AZ,METHAMPHETAMINE,99,310.0,2016,2,3000
74,AZ,METHAMPHETAMINE,100,0.07,2016,2,0
75,TX,METHAMPHETAMINE,0,0.18,2016,2,0
76,IA,METHAMPHETAMINE,98,110.0,2016,2,0
77,IA,METHAMPHETAMINE,99,2.9,2016,2,0
78,TX,METHAMPHETAMINE,0,0.057999999999999996,2016,2,0
79,WA,METHAMPHETAMINE,100,38.0,2016,2,0
80,NM,METHAMPHETAMINE,99,2200.0,2016,2,0
81,TX,METHAMPHETAMINE,98,14.0,2016,2,330
82,IA,METHAMPHETAMINE,98,340.0,2016,2,0
83,IA,METHAMPHETAMINE,99,49.0,2016,2,0
84,NC,METHAMPHETAMINE,100,980.0,2016,2,0
85,CA,METHAMPHETAMINE,98,6300.0,2016,2,0
86,FL,METHAMPHETAMINE,0,0.36,2016,2,0
87,WA,METHAMPHETAMINE,99,56.0,2016,2,0
88,CA,METHAMPHETAMINE,91,3.6,2016,2,0
89,CA,METHAMPHETAMINE,98,880.0,2016,2,0
90,NC,METHAMPHETAMINE,84,17.0,2016,2,0
91,TX,METHAMPHETAMINE,94,420.0,2016,2,0
92,TX,METHAMPHETAMINE,100,1300.0,2016,2,0
93,FL,METHAMPHETAMINE,99,3.2,2016,2,0
94,FL,METHAMPHETAMINE,99,3.0,2016,2,0
95,FL,METHAMPHETAMINE,98,3.4,2016,2,0
96,TX,METHAMPHETAMINE,99,420.0,2016,2,0
97,CA,METHAMPHETAMINE,34,57.0,2016,2,0
98,WA,METHAMPHETAMINE,99,49.0,2016,2,0
99,CA,METHAMPHETAMINE,96,4500.0,2016,2,0
100,IA,METHAMPHETAMINE,98,2.9,2016,2,0
101,NC,METHAMPHETAMINE,95,110.0,2016,2,0
102,CA,METHAMPHETAMINE,100,2700.0,2016,2,0
103,WA,METHAMPHETAMINE,100,170.0,2016,2,0
104,CA,METHAMPHETAMINE,99,21000.0,2016,2,0
105,CA,METHAMPHETAMINE,100,7.5,2016,2,0
106,FL,METHAMPHETAMINE,0,0.024,2016,2,0
107,FL,METHAMPHETAMINE,97,0.65,2016,2,0
108,TX,METHAMPHETAMINE,4,100.0,2016,2,0
109,CA,METHAMPHETAMINE,100,3100.0,2016,2,0
110,NC,METHAMPHETAMINE,20,93.0,2016,2,0
111,WA,METHAMPHETAMINE,100,280.0,2016,2,0
112,TX,METHAMPHETAMINE,99,410.0,2016,2,0
113,MT,METHAMPHETAMINE,99,130.0,2016,2,0
114,CA,METHAMPHETAMINE,100,2800.0,2016,2,0
115,FL,METHAMPHETAMINE,98,5.8,2016,2,0
116,CA,METHAMPHETAMINE,100,47.0,2016,2,0
117,CA,METHAMPHETAMINE,99,210.0,2016,2,0
118,WA,METHAMPHETAMINE,100,57.0,2016,2,0
119,HI,METHAMPHETAMINE,97,450.0,2016,2,0
120,IA,METHAMPHETAMINE,98,220.0,2016,2,0
121,CA,METHAMPHETAMINE,98,14.0,2016,2,200
122,TX,METHAMPHETAMINE,97,980.0,2016,2,0
123,CA,METHAMPHETAMINE,99,1.0,2016,2,0
124,FL,METHAMPHETAMINE,98,910.0,2016,2,0
125,CA,METHAMPHETAMINE,99,690.0,2016,2,0
126,IA,METHAMPHETAMINE,99,18.0,2016,2,0
127,TX,METHAMPHETAMINE,99,1800.0,2016,3,0
128,TX,METHAMPHETAMINE,15,110.0,2016,3,0
129,CA,METHAMPHETAMINE,99,28.0,2016,3,0
130,AL,METHAMPHETAMINE,97,83.0,2016,3,0
131,TX,METHAMPHETAMINE,96,3.8,2016,3,200
132,CA,METHAMPHETAMINE,100,450.0,2016,3,0
133,KY,METHAMPHETAMINE,1,1800.0,2016,3,0
134,FL,METHAMPHETAMINE,98,630.0,2016,3,0
135,TX,METHAMPHETAMINE,98,26000.0,2016,3,0
136,CA,METHAMPHETAMINE,99,15000.0,2016,3,0
137,WV,METHAMPHETAMINE,97,5.5,2016,3,700
138,TX,METHAMPHETAMINE,98,56000.0,2016,3,0
139,FL,METHAMPHETAMINE,0,0.001,2016,3,0
140,CA,METHAMPHETAMINE,98,12000.0,2016,3,0
141,CA,METHAMPHETAMINE,98,9700.0,2016,3,0
142,CA,METHAMPHETAMINE,99,900.0,2016,3,0
143,AK,METHAMPHETAMINE,99,79.0,2016,3,0
144,CA,METHAMPHETAMINE,99,35000.0,2016,3,0
145,CA,METHAMPHETAMINE,97,730.0,2016,3,0
146,AK,METHAMPHETAMINE,98,28.0,2016,3,0
147,CA,METHAMPHETAMINE,97,4500.0,2016,3,0
148,CA,METHAMPHETAMINE,99,900.0,2016,3,0
149,LA,METHAMPHETAMINE,99,27.0,2016,3,0
150,CA,METHAMPHETAMINE,97,10000.0,2016,3,0
151,CA,METHAMPHETAMINE,97,22000.0,2016,3,0
152,TX,METHAMPHETAMINE,96,440.0,2016,3,0
153,FL,METHAMPHETAMINE,0,0.001,2016,3,0
154,CA,METHAMPHETAMINE,98,340.0,2016,3,0
155,CA,METHAMPHETAMINE,98,56.0,2016,3,600
156,CA,METHAMPHETAMINE,100,3.0,2016,3,0
157,FL,METHAMPHETAMINE,0,0.001,2016,3,0
158,TX,METHAMPHETAMINE,24,68.0,2016,3,0
159,FL,METHAMPHETAMINE,0,19.0,2016,3,0
160,MO,METHAMPHETAMINE,95,1300.0,2016,3,0
161,LA,METHAMPHETAMINE,99,14.0,2016,3,400
162,MN,METHAMPHETAMINE,100,440.0,2016,3,0
163,AK,METHAMPHETAMINE,0,0.14,2016,3,0
164,LA,METHAMPHETAMINE,99,2.5,2016,3,0
165,MN,METHAMPHETAMINE,99,9300.0,2016,3,0
166,WA,METHAMPHETAMINE,98,2100.0,2016,3,0
167,AK,METHAMPHETAMINE,97,3.5,2016,3,0
168,FL,METHAMPHETAMINE,0,0.001,2016,3,0
169,AL,METHAMPHETAMINE,0,0.001,2016,3,0
170,FL,METHAMPHETAMINE,0,0.93,2016,3,0
171,FL,METHAMPHETAMINE,0,20.0,2016,3,0
172,IA,METHAMPHETAMINE,99,690.0,2016,3,0
173,CA,METHAMPHETAMINE,98,460.0,2016,3,2900
174,FL,METHAMPHETAMINE,98,450.0,2016,3,0
175,IL,METHAMPHETAMINE,100,7.0,2016,3,0
176,AR,METHAMPHETAMINE,98,27.0,2016,3,1400
177,CA,METHAMPHETAMINE,98,410.0,2016,3,0
178,CA,METHAMPHETAMINE,99,450.0,2016,3,2800
179,CA,METHAMPHETAMINE,100,1800.0,2016,3,0
180,FL,METHAMPHETAMINE,0,20.0,2016,3,0
181,CA,METHAMPHETAMINE,99,140.0,2016,3,0
182,CA,METHAMPHETAMINE,91,940.0,2016,3,0
183,AZ,METHAMPHETAMINE,99,19000.0,2016,3,0
